date,timestamp_pst,campaign_id,campaign_name,adset_id,ad_id,objective,placement,impressions,clicks,spend_usd,currency,conversions,conversion_value_usd
2026-03-02,2026-03-02 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_0,ad_1267_0_0,VIDEO_VIEWS,messenger,68813,1264,1696.28,USD,53,7068.51
2026-03-02,2026-03-02 23:59:59,1274,HomeBase_Appliances_National_Q1,adset_1274_0,ad_1274_0_0,VIDEO_VIEWS,messenger,19661,440,1156.49,USD,11,1182.77
2026-03-02,2026-03-02 23:59:59,1308,HomeBase_Outdoor_East_Q1,adset_1308_0,ad_1308_0_0,CONVERSIONS,audience_network,36323,203,528.68,USD,15,2245.51
2026-03-03,2026-03-03 23:59:59,1023,HomeBase_Furniture_National_Q1,adset_1023_0,ad_1023_0_0,LINK_CLICKS,messenger,71562,472,499.13,USD,24,3552.82
2026-03-03,2026-03-03 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_1,ad_1051_1_0,VIDEO_VIEWS,messenger,60004,1463,4613.8,USD,65,6538.61
2026-03-03,2026-03-03 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_0,ad_1051_0_0,VIDEO_VIEWS,audience_network,6493,66,82.41,USD,,
2026-03-03,2026-03-03 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_2,ad_1051_2_0,CONVERSIONS,instagram_stories,34567,285,205.52,USD,19,1656.52
2026-03-03,2026-03-03 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,LINK_CLICKS,facebook_feed,67352,947,1728.87,USD,49,2011.53
2026-03-03,2026-03-03 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_2,ad_1072_2_0,LINK_CLICKS,instagram_stories,20833,510,1136.23,USD,10,1738.28
2026-03-03,2026-03-03 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_0,ad_1072_0_0,CONVERSIONS,facebook_feed,22109,116,278.17,USD,8,1370.55
2026-03-03,2026-03-03 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_1,ad_1072_1_0,VIDEO_VIEWS,instagram_stories,19965,298,863.46,USD,7,1180.99
2026-03-03,2026-03-03 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_2,ad_1072_2_1,CONVERSIONS,instagram_feed,13286,98,90.52,USD,3,454.22
2026-03-03,2026-03-03 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_2,ad_1090_2_0,CONVERSIONS,instagram_feed,71619,1745,5509.84,USD,43,2280.08
2026-03-03,2026-03-03 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_0,ad_1090_0_1,VIDEO_VIEWS,facebook_feed,19544,229,258.93,USD,9,892.28
2026-03-03,2026-03-03 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_1,ad_1090_1_0,VIDEO_VIEWS,instagram_feed,20531,161,526.87,USD,10,706.69
2026-03-03,2026-03-03 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_0,ad_1090_0_0,LINK_CLICKS,audience_network,49540,1087,1345.59,USD,25,1704.31
2026-03-03,2026-03-03 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_2,ad_1090_2_1,REACH,messenger,71665,914,2876.6,USD,57,5693.31
2026-03-03,2026-03-03 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_1,ad_1090_1_1,REACH,instagram_feed,11054,223,504.42,USD,15,1306.04
2026-03-03,2026-03-03 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_1,CONVERSIONS,instagram_stories,78696,1608,2065.98,USD,51,5233.65
2026-03-03,2026-03-03 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_0,VIDEO_VIEWS,facebook_feed,68404,1491,6223.78,CAD,77,11546.57
2026-03-03,2026-03-03 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_0,ad_1107_0_0,VIDEO_VIEWS,instagram_feed,47650,474,841.16,USD,10,1930.1
2026-03-03,2026-03-03 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_0,ad_1120_0_0,CONVERSIONS,facebook_feed,19569,412,1241.61,USD,29,5377.2
2026-03-03,2026-03-03 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_1,CONVERSIONS,instagram_stories,20857,402,933.01,USD,31,4785.23
2026-03-03,2026-03-03 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_0,REACH,messenger,9236,172,295.67,USD,7,806.63
2026-03-03,2026-03-03 23:59:59,1139,HomeBase_Furniture_National_Q1,adset_1139_0,ad_1139_0_0,REACH,messenger,14952,134,103.4,USD,6,1081.86
2026-03-03,2026-03-03 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,CONVERSIONS,audience_network,29488,419,963.81,USD,29,3611.57
2026-03-03,2026-03-03 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,LINK_CLICKS,instagram_feed,57120,805,1001.01,USD,39,7582.43
2026-03-03,2026-03-03 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,LINK_CLICKS,instagram_stories,71301,1484,1637.41,USD,38,5221.34
2026-03-03,2026-03-03 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_1,ad_1222_1_0,VIDEO_VIEWS,instagram_stories,65243,378,527.24,USD,8,696.22
2026-03-03,2026-03-03 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_0,ad_1222_0_1,LINK_CLICKS,instagram_feed,48715,1055,2882.93,USD,53,8244.54
2026-03-03,2026-03-03 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_1,ad_1222_1_1,LINK_CLICKS,instagram_feed,77083,1324,3759.09,USD,58,2558.24
2026-03-03,2026-03-03 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_0,ad_1222_0_0,CONVERSIONS,instagram_feed,70054,1738,2691.88,USD,44,2366.57
2026-03-03,2026-03-03 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,CONVERSIONS,facebook_feed,11562,234,351.87,USD,15,2008.19
2026-03-03,2026-03-03 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,LINK_CLICKS,audience_network,14953,302,502.13,,16,674.01
2026-03-03,2026-03-03 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_1,ad_1267_1_0,CONVERSIONS,facebook_feed,39229,553,1711.11,USD,37,1495.76
2026-03-03,2026-03-03 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_0,ad_1267_0_1,REACH,instagram_feed,45308,635,781.63,USD,30,5222.44
2026-03-03,2026-03-03 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_1,ad_1267_1_1,VIDEO_VIEWS,audience_network,26821,625,736.12,USD,28,4010.23
2026-03-03,2026-03-03 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_0,ad_1267_0_0,REACH,audience_network,25390,161,106.97,USD,2,360.21
2026-03-03,2026-03-03 23:59:59,1274,HomeBase_Appliances_National_Q1,adset_1274_0,ad_1274_0_0,REACH,facebook_feed,66767,1304,1847.31,USD,35,6205.52
2026-03-03,2026-03-03 23:59:59,1308,HomeBase_Outdoor_East_Q1,adset_1308_0,ad_1308_0_0,VIDEO_VIEWS,facebook_feed,76853,675,1790.39,USD,10,1342.17
2026-03-04,2026-03-04 23:59:59,1023,HomeBase_Furniture_National_Q1,adset_1023_0,ad_1023_0_0,REACH,instagram_feed,10209,177,311.11,USD,9,1112.81
2026-03-04,2026-03-04 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_1,ad_1051_1_0,LINK_CLICKS,audience_network,61534,1467,1459.65,USD,106,6904.48
2026-03-04,2026-03-04 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_2,ad_1051_2_0,VIDEO_VIEWS,instagram_feed,77628,1509,4059.09,USD,43,3656.88
2026-03-04,2026-03-04 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_0,ad_1051_0_0,VIDEO_VIEWS,facebook_feed,27296,621,610.27,USD,9,1716.24
2026-03-04,2026-03-04 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,REACH,instagram_stories,29227,232,570.68,USD,2,353.23
2026-03-04,2026-03-04 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_2,ad_1072_2_1,CONVERSIONS,messenger,16537,290,825.85,USD,9,366.58
2026-03-04,2026-03-04 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_1,ad_1072_1_0,LINK_CLICKS,instagram_feed,16683,319,727.7,USD,9,1358.65
2026-03-04,2026-03-04 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_2,ad_1072_2_0,LINK_CLICKS,audience_network,23754,422,873.23,USD,16,3041.51
2026-03-04,2026-03-04 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_0,ad_1072_0_0,CONVERSIONS,instagram_feed,18102,376,901.12,USD,13,848.13
2026-03-04,2026-03-04 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_2,ad_1090_2_1,REACH,instagram_stories,34850,242,172.8,USD,3,216.15
2026-03-04,2026-03-04 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_2,ad_1090_2_0,CONVERSIONS,instagram_stories,35643,367,267.05,USD,26,2265.19
2026-03-04,2026-03-04 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_0,ad_1090_0_0,CONVERSIONS,instagram_feed,68346,1319,2617.39,USD,37,3853.6
2026-03-04,2026-03-04 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_1,ad_1090_1_1,LINK_CLICKS,audience_network,49089,663,1261.46,USD,25,4218.02
2026-03-04,2026-03-04 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_0,ad_1090_0_1,LINK_CLICKS,instagram_stories,33773,773,1434.87,USD,20,1499.5
2026-03-04,2026-03-04 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_1,ad_1090_1_0,VIDEO_VIEWS,messenger,38361,614,554.44,USD,9,1000.09
2026-03-04,2026-03-04 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_0,CONVERSIONS,audience_network,32027,659,547.59,USD,51,7023.73
2026-03-04,2026-03-04 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_0,ad_1107_0_0,LINK_CLICKS,messenger,68636,1342,2039.2,USD,90,8042.55
2026-03-04,2026-03-04 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_1,LINK_CLICKS,instagram_feed,16829,346,409.97,GBP,12,1950.74
2026-03-04,2026-03-04 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_0,ad_1120_0_0,VIDEO_VIEWS,audience_network,57218,1233,3298.83,USD,15,1558.63
2026-03-04,2026-03-04 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_0,REACH,audience_network,21260,150,456.18,USD,9,1194.93
2026-03-04,2026-03-04 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_1,VIDEO_VIEWS,audience_network,49542,388,476.93,USD,16,1317.14
2026-03-04,2026-03-04 23:59:59,1139,HomeBase_Furniture_National_Q1,adset_1139_0,ad_1139_0_0,REACH,messenger,51373,664,2167.15,USD,11,2122.69
2026-03-04,2026-03-04 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,LINK_CLICKS,messenger,65377,1527,3946.35,USD,52,7017.26
2026-03-04,2026-03-04 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,VIDEO_VIEWS,facebook_feed,75546,1167,2829.31,GBP,78,6207.08
2026-03-04,2026-03-04 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,LINK_CLICKS,facebook_feed,68213,1013,795.12,USD,13,2091.48
2026-03-04,2026-03-04 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_0,ad_1222_0_1,LINK_CLICKS,messenger,9471,232,594.89,USD,16,3135.97
2026-03-04,2026-03-04 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_0,ad_1222_0_0,CONVERSIONS,audience_network,46315,1145,3743.02,USD,82,12356.79
2026-03-04,2026-03-04 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_1,ad_1222_1_0,REACH,messenger,50496,331,514.71,USD,7,566.49
2026-03-04,2026-03-04 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_1,ad_1222_1_1,VIDEO_VIEWS,instagram_stories,5190,61,130.16,USD,0,0
2026-03-04,2026-03-04 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,LINK_CLICKS,instagram_stories,10748,68,241.11,CAD,5,535.25
2026-03-04,2026-03-04 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,LINK_CLICKS,instagram_stories,66436,1540,3532.17,USD,108,20191.92
2026-03-04,2026-03-04 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_1,ad_1267_1_0,LINK_CLICKS,facebook_feed,75059,1598,2473.36,USD,122,23144.18
2026-03-04,2026-03-04 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_0,ad_1267_0_0,REACH,facebook_feed,45644,1073,3319.41,USD,46,2542.97
2026-03-04,2026-03-04 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_1,ad_1267_1_1,CONVERSIONS,instagram_feed,69088,1105,1295.11,,78,13188.0
2026-03-04,2026-03-04 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_0,ad_1267_0_1,VIDEO_VIEWS,instagram_stories,71254,1317,692.73,USD,45,4491.99
2026-03-04,2026-03-04 23:59:59,1308,HomeBase_Outdoor_East_Q1,adset_1308_0,ad_1308_0_0,REACH,instagram_stories,73043,1244,3669.63,USD,75,3517.92
2026-03-05,2026-03-05 23:59:59,1023,HomeBase_Furniture_National_Q1,adset_1023_0,ad_1023_0_0,VIDEO_VIEWS,messenger,39814,514,1292.75,USD,15,1358.83
2026-03-05,2026-03-05 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_1,ad_1051_1_0,REACH,facebook_feed,27391,486,1667.55,USD,20,1169.63
2026-03-05,2026-03-05 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_0,ad_1051_0_0,CONVERSIONS,instagram_feed,12144,148,263.86,USD,4,583.69
2026-03-05,2026-03-05 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_2,ad_1051_2_0,REACH,messenger,76319,973,2118.84,CAD,35,2444.86
2026-03-05,2026-03-05 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,LINK_CLICKS,audience_network,16495,98,171.59,USD,2,295.07
2026-03-05,2026-03-05 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_1,ad_1072_1_0,CONVERSIONS,facebook_feed,19769,413,1055.52,USD,32,3708.99
2026-03-05,2026-03-05 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_0,ad_1072_0_0,CONVERSIONS,instagram_feed,52435,1166,4034.76,USD,53,6056.55
2026-03-05,2026-03-05 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_2,ad_1072_2_1,REACH,audience_network,28053,228,133.88,USD,10,513.38
2026-03-05,2026-03-05 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_2,ad_1072_2_0,CONVERSIONS,messenger,52735,564,1017.46,USD,18,3038.84
2026-03-05,2026-03-05 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_1,ad_1090_1_1,VIDEO_VIEWS,messenger,49650,1034,1488.16,USD,23,3754.08
2026-03-05,2026-03-05 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_0,ad_1090_0_1,VIDEO_VIEWS,messenger,41942,899,2561.6,USD,34,3567.33
2026-03-05,2026-03-05 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_2,ad_1090_2_1,CONVERSIONS,instagram_feed,59938,810,2233.88,USD,51,7674.63
2026-03-05,2026-03-05 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_1,ad_1090_1_0,VIDEO_VIEWS,audience_network,24566,548,648.14,USD,33,2428.14
2026-03-05,2026-03-05 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_0,ad_1090_0_0,CONVERSIONS,instagram_stories,29987,573,2002.05,USD,45,7217.16
2026-03-05,2026-03-05 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_2,ad_1090_2_0,REACH,instagram_feed,8945,111,334.54,,2,381.87
2026-03-05,2026-03-05 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_0,ad_1107_0_0,LINK_CLICKS,facebook_feed,75215,971,2576.51,USD,29,1908.92
2026-03-05,2026-03-05 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_1,VIDEO_VIEWS,instagram_feed,8177,78,219.74,USD,2,167.19
2026-03-05,2026-03-05 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_0,REACH,instagram_stories,9728,213,589.02,USD,9,1082.16
2026-03-05,2026-03-05 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_0,REACH,instagram_stories,9685,195,184.09,USD,5,376.82
2026-03-05,2026-03-05 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_0,ad_1120_0_0,REACH,messenger,37077,746,1139.39,USD,43,3994.95
2026-03-05,2026-03-05 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_1,LINK_CLICKS,instagram_feed,25749,421,595.39,USD,25,3693.11
2026-03-05,2026-03-05 23:59:59,1139,HomeBase_Furniture_National_Q1,adset_1139_0,ad_1139_0_0,REACH,facebook_feed,79725,1946,2863.56,USD,50,8609.07
2026-03-05,2026-03-05 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,VIDEO_VIEWS,audience_network,44178,530,1055.99,USD,32,1365.18
2026-03-05,2026-03-05 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,LINK_CLICKS,messenger,47424,662,942.78,USD,30,3914.42
2026-03-05,2026-03-05 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,CONVERSIONS,instagram_feed,53318,1008,2989.65,USD,47,7623.17
2026-03-05,2026-03-05 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_0,ad_1222_0_1,REACH,instagram_stories,66970,338,458.05,USD,17,3106.95
2026-03-05,2026-03-05 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_1,ad_1222_1_1,CONVERSIONS,instagram_feed,15673,330,188.89,USD,8,809.75
2026-03-05,2026-03-05 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_0,ad_1222_0_0,CONVERSIONS,audience_network,40553,785,1850.61,USD,44,3512.09
2026-03-05,2026-03-05 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_1,ad_1222_1_0,LINK_CLICKS,instagram_feed,20365,321,1108.78,USD,25,1994.58
2026-03-05,2026-03-05 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,LINK_CLICKS,instagram_feed,36780,897,2361.48,USD,66,13041.08
2026-03-05,2026-03-05 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,REACH,audience_network,69486,1590,3657.59,USD,27,3544.37
2026-03-05,2026-03-05 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_0,ad_1267_0_0,VIDEO_VIEWS,instagram_stories,77613,1908,2844.59,USD,126,21964.38
2026-03-05,2026-03-05 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_1,ad_1267_1_0,REACH,instagram_feed,10380,203,706.09,USD,15,756.07
2026-03-05,2026-03-05 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_1,ad_1267_1_1,LINK_CLICKS,facebook_feed,27681,310,301.0,USD,18,3243.75
2026-03-05,2026-03-05 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_0,ad_1267_0_1,CONVERSIONS,messenger,28306,263,293.67,USD,18,2412.28
2026-03-05,2026-03-05 23:59:59,1308,HomeBase_Outdoor_East_Q1,adset_1308_0,ad_1308_0_0,VIDEO_VIEWS,instagram_stories,24561,603,905.79,USD,14,2443.7
2026-03-06,2026-03-06 23:59:59,1023,HomeBase_Furniture_National_Q1,adset_1023_0,ad_1023_0_0,LINK_CLICKS,instagram_stories,78792,1963,1412.93,USD,48,3956.74
2026-03-06,2026-03-06 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_0,ad_1051_0_0,LINK_CLICKS,messenger,13079,104,269.3,USD,1,146.9
2026-03-06,2026-03-06 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_2,ad_1051_2_0,LINK_CLICKS,facebook_feed,44171,290,930.42,USD,17,2045.72
2026-03-06,2026-03-06 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_1,ad_1051_1_0,LINK_CLICKS,audience_network,12993,283,836.33,USD,11,1382.51
2026-03-06,2026-03-06 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,VIDEO_VIEWS,messenger,52210,1233,960.97,USD,38,3760.9
2026-03-06,2026-03-06 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_2,ad_1072_2_1,REACH,messenger,12818,136,113.33,USD,5,534.58
2026-03-06,2026-03-06 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_2,ad_1072_2_0,CONVERSIONS,messenger,55768,695,1301.89,USD,16,1557.99
2026-03-06,2026-03-06 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_0,ad_1072_0_0,VIDEO_VIEWS,instagram_feed,31050,619,1977.78,USD,16,921.94
2026-03-06,2026-03-06 23:59:59,1072,HomeBase_Seasonal_National_Q1,adset_1072_1,ad_1072_1_0,VIDEO_VIEWS,instagram_feed,54221,1237,891.37,USD,63,3067.74
2026-03-06,2026-03-06 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_2,ad_1090_2_1,VIDEO_VIEWS,instagram_stories,45600,622,1635.25,USD,26,3551.43
2026-03-06,2026-03-06 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_1,ad_1090_1_0,CONVERSIONS,audience_network,27468,194,418.79,USD,2,300.49
2026-03-06,2026-03-06 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_0,ad_1090_0_0,VIDEO_VIEWS,audience_network,25144,617,2148.87,USD,30,5035.9
2026-03-06,2026-03-06 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_0,ad_1090_0_1,REACH,facebook_feed,31765,761,525.95,USD,28,3247.0
2026-03-06,2026-03-06 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_1,ad_1090_1_1,REACH,audience_network,42200,384,527.35,USD,,
2026-03-06,2026-03-06 23:59:59,1090,HomeBase_Appliances_National_Q1,adset_1090_2,ad_1090_2_0,LINK_CLICKS,instagram_feed,56262,458,301.12,,21,2446.92
2026-03-06,2026-03-06 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_0,REACH,audience_network,56265,499,1156.22,USD,,
2026-03-06,2026-03-06 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_1,VIDEO_VIEWS,messenger,31563,220,749.71,USD,11,1102.78
2026-03-06,2026-03-06 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_0,ad_1107_0_0,LINK_CLICKS,facebook_feed,40389,898,655.16,USD,,
2026-03-06,2026-03-06 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_0,ad_1120_0_0,CONVERSIONS,instagram_stories,43316,960,1221.04,USD,24,4227.53
2026-03-06,2026-03-06 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_1,LINK_CLICKS,audience_network,70679,797,1293.6,USD,56,6587.8
2026-03-06,2026-03-06 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_0,REACH,instagram_feed,52731,1024,2802.04,USD,81,8499.75
2026-03-06,2026-03-06 23:59:59,1139,HomeBase_Furniture_National_Q1,adset_1139_0,ad_1139_0_0,LINK_CLICKS,facebook_feed,69814,662,1711.43,USD,16,2880.35
2026-03-06,2026-03-06 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,REACH,messenger,56951,836,1828.59,USD,40,5409.85
2026-03-06,2026-03-06 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,VIDEO_VIEWS,messenger,40142,704,653.42,USD,37,3984.46
2026-03-06,2026-03-06 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,CONVERSIONS,audience_network,40760,750,1788.62,USD,7,777.66
2026-03-06,2026-03-06 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_1,ad_1222_1_0,CONVERSIONS,instagram_feed,62321,1195,1338.33,USD,28,2180.55
2026-03-06,2026-03-06 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_0,ad_1222_0_0,CONVERSIONS,audience_network,72337,899,2663.11,USD,43,6429.31
2026-03-06,2026-03-06 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_0,ad_1222_0_1,VIDEO_VIEWS,instagram_stories,75015,1185,1131.27,USD,38,5217.13
2026-03-06,2026-03-06 23:59:59,1222,HomeBase_Outdoor_West_Q1,adset_1222_1,ad_1222_1_1,CONVERSIONS,messenger,66397,730,1758.94,,33,3998.17
2026-03-06,2026-03-06 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,LINK_CLICKS,audience_network,24169,497,460.2,USD,18,1679.25
2026-03-06,2026-03-06 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,VIDEO_VIEWS,instagram_stories,8007,180,139.47,USD,14,1668.48
2026-03-06,2026-03-06 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_0,ad_1267_0_1,CONVERSIONS,instagram_stories,16550,147,110.48,USD,10,970.17
2026-03-06,2026-03-06 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_1,ad_1267_1_0,CONVERSIONS,facebook_feed,34288,198,133.98,USD,6,249.85
2026-03-06,2026-03-06 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_1,ad_1267_1_1,VIDEO_VIEWS,instagram_feed,58381,712,1528.73,USD,40,3602.32
2026-03-06,2026-03-06 23:59:59,1267,HomeBase_Furniture_National_Q1,adset_1267_0,ad_1267_0_0,REACH,audience_network,18317,155,316.98,USD,3,554.21
2026-03-06,2026-03-06 23:59:59,1308,HomeBase_Outdoor_East_Q1,adset_1308_0,ad_1308_0_0,LINK_CLICKS,instagram_feed,5879,97,162.56,USD,6,690.21
2026-03-07,2026-03-07 23:59:59,1023,HomeBase_Furniture_National_Q1,adset_1023_0,ad_1023_0_0,CONVERSIONS,messenger,42353,345,1035.43,USD,20,2757.37
2026-03-07,2026-03-07 23:59:59,1051,HomeBase_Appliances_National_Q1,adset_1051_1,ad_1051_1_0,REACH,instagram_stories,24382,528,531.27,GBP,38,7078.18
